DeepSMILES	59	0.881	67	8
SMILES	51	0.836	61	10
SELFIES	48	0.774	62	14
AIS	40	0.656	61	21
SmilesPE	0	0.0	10	10
DeepSMILES	53	0.883	60	7
SMILES	49	0.845	58	9
SELFIES	41	0.759	54	13
AIS	40	0.69	58	18
SmilesPE	0	0.0	12	12
DeepSMILES	13	0.591	22	9
SMILES	15	0.577	26	11
SELFIES	15	0.625	24	9
AIS	9	0.346	26	17
SmilesPE	0	0.0	5	5
DeepSMILES	50	0.781	64	14
SMILES	45	0.75	60	15
SELFIES	40	0.702	57	17
AIS	29	0.483	60	31
SmilesPE	1	0.067	15	14
DeepSMILES	88	0.863	102	14
SMILES	86	0.851	101	15
SELFIES	94	0.87	108	14
AIS	75	0.743	101	26
SmilesPE	7	0.2	35	28
DeepSMILES	17	0.739	23	6
SMILES	20	0.741	27	7
SELFIES	17	0.68	25	8
AIS	13	0.481	27	14
SmilesPE	0	0.0	4	4
DeepSMILES	38	0.844	45	7
SMILES	29	0.763	38	9
SELFIES	26	0.722	36	10
AIS	22	0.579	38	16
SmilesPE	0	0.0	7	7
DeepSMILES	28	0.757	37	9
SMILES	28	0.737	38	10
SELFIES	23	0.657	35	12
AIS	22	0.579	38	16
SmilesPE	0	0.0	6	6
DeepSMILES	41	0.82	50	9
SMILES	35	0.761	46	11
SELFIES	32	0.696	46	14
AIS	29	0.63	46	17
SmilesPE	0	0.0	10	10
DeepSMILES	27	0.73	37	10
SMILES	28	0.737	38	10
SELFIES	23	0.657	35	12
AIS	21	0.553	38	17
